X,Y,Z,WaypointIndex
320102.6708488196,6399889.631156364,53.3766499267775,150
320102.3111889884,6399890.488103714,53.37616353653915,151
320103.3084379817,6399891.697641984,52.01864532071969,152
320103.3935124696,6399892.728851784,53.37629184207995,153
320104.58084560814,6399893.237394201,52.019674781737464,154
320105.1021555143,6399894.70609271,50.66178628415748,155
320104.5001576637,6399895.833379766,52.018499781088714,156
320104.936393082,6399896.270868476,53.37680293893154,157
320105.5259842506,6399897.3740660045,53.37719081971645,158
320106.8399008552,6399897.3763226,52.02089070034792,159
320107.6877023434,6399897.8364369385,53.37977362836218,160
320108.3840992033,6399899.060257391,52.02210607659444,161
320109.77820093103,6399899.042871029,52.024656922323445,162
320110.47785692086,6399899.231079148,50.66869327735335,163
320111.04473677895,6399900.294997225,52.0270494806089,164
320110.91196064715,6399901.170707183,50.668182077307556,165
320112.36549550376,6399901.054076055,50.672452328225354,166
320112.92419356096,6399902.419109676,50.672315056808735,167
320112.3806111302,6399903.660866484,50.66860616793705,168
320113.0720853192,6399904.1501901485,52.02735100747356,169
320113.7087256466,6399905.437749452,50.66902461526433,170
320114.65840790793,6399905.534798634,50.67109343595643,171
320114.6035740464,6399906.333034274,52.02722096934878,172
320115.1230299664,6399907.530420396,50.668501876760565,173
320115.697319748,6399907.929570877,52.026851257316494,174
320116.8520397546,6399908.171191929,50.67113179323079,175
320117.5476333477,6399909.637645669,52.02762786849849,176
320118.1736470326,6399910.339352523,50.669816343761404,177
320119.2541203452,6399910.51703308,50.67230717538405,178
320119.98654949764,6399911.478917741,50.6722375890258,179
320119.92760982504,6399912.63955895,50.66951674404818,180
320120.32312978024,6399913.276173862,52.02712289971833,181
320121.3248908334,6399913.968321942,50.6704075228496,182
320121.4469501235,6399915.197956012,50.66889740471794,183
320121.8603351511,6399915.8936235495,52.02680040781893,184
320123.0752417493,6399916.542822362,52.02890889118654,185
320123.31427972775,6399917.859936158,53.38596244813746,186
320123.74617377657,6399918.536915585,52.028606057513905,187
320124.98672086257,6399919.13379362,52.031773841934644,188
320125.46371735795,6399920.555385333,50.67486547948171,189
320124.73067225155,6399921.444598569,50.67194207785277,190
320124.80628018227,6399922.253710412,52.02951666739757,191
320125.3309150159,6399923.699667219,52.03018010878601,192
320125.7799419188,6399924.336512182,50.673348573596265,193
320127.0955270735,6399925.05045575,50.67723619097494,194
320127.388554199,6399926.4134329595,50.67717083994939,195
320126.59789484506,6399927.201826493,50.67376174704899,196
320127.2129111541,6399927.816990457,52.03284320840834,197
320126.673793743,6399928.067318633,53.388482888084376,198
320127.44124488416,6399929.256476356,52.03292188729236,199
320128.1327971274,6399929.580141939,53.392832522651716,200
320127.64315592503,6399930.626075624,53.39082693880805,201
320128.75656380516,6399931.586813805,53.39393732746032,202
320129.178419442,6399932.223886404,52.0375103273915,203
320128.97756636044,6399933.360077363,53.39254517624707,204
320130.21008043276,6399934.305517146,53.395085082575854,205
320131.8090293994,6399934.351023349,52.042886262125265,206
320132.7852696477,6399934.895647911,53.4018454304128,207
320133.6151301853,6399936.196302353,53.40047900657471,208
320135.03742329986,6399936.443076154,52.02960597095545,209
320135.65205856715,6399936.925532499,53.37227982568642,210
320136.28119151376,6399937.909104645,51.99642266031436,211
320136.2956891932,6399938.410220446,53.35296159253272,212
320137.9747597876,6399938.364379145,51.958357533110785,213
320138.64481739403,6399939.502487227,51.9379368092377,214
320139.3003773211,6399940.139479509,50.55852666628147,215
320141.33090606646,6399940.64148873,50.4696495031217,216
320142.3194545735,6399942.747394779,50.40224862988443,217
320143.5560010907,6399943.9429249745,53.070718464899414,218
320146.4037451701,6399944.627246344,54.27828915248162,219
320147.577115527,6399947.345534104,56.922409581773124,220
320148.88890818506,6399948.733308607,54.06678543781604,221
320152.0806988012,6399950.0532239955,56.54748824312665,222
320153.7172727886,6399953.395913555,56.37770333474893,223
320155.65325168014,6399954.839619786,53.39043248985121,224
320154.4879989977,6399956.911203545,50.75471314235427,225
320156.4702247639,6399959.354736888,53.36672059267283,226
320158.7589460758,6399959.761248229,53.15059675681552,227
320159.8264337717,6399960.727777984,55.93919205616305,228
320160.4480557242,6399963.3044223385,53.17856585314222,229
320162.48525844206,6399964.139663559,53.13137838588378,230
320163.5012203387,6399965.008202138,50.31553074516279,231
320164.39165007684,6399967.990757335,53.12633020748148,232
320164.26611791836,6399970.104773952,50.300919677548656,233
320167.18211732036,6399970.345599612,50.24564610533578,234
320169.03106856754,6399972.386146311,53.051656388858135,235
320171.0055519733,6399972.312676392,50.22833665374118,236
320171.45270433405,6399974.66891215,53.006978768731514,237
320175.39912353014,6399975.791579237,53.00113756569772,238
320177.37105932046,6399976.9877162445,55.81986778414526,239
320178.67864128336,6399979.074740533,55.80948048113241,240
320181.0495761315,6399979.872373404,55.80704555870445,241
320183.1653503718,6399979.792546662,55.80666777696561,242
320184.6167707846,6399980.603607202,52.97423654156138,243
320185.6051494786,6399982.330945367,55.805305239094395,244
320187.14432085655,6399983.101259867,55.822869739772884,245
320187.68344375497,6399983.960100433,61.482904190650835,246
320188.25273458107,6399985.8578027,61.540705410354995,247
320190.2845761777,6399986.798764917,64.37891520815998,248
320191.3142531571,6399987.797164191,61.592169670423246,249
320191.8474700672,6399989.896060929,61.728807981520426,250
320193.3665314662,6399991.572223996,61.89526259466121,251
320193.88608381344,6399993.288849489,64.8300537926262,252
320192.7294108012,6399996.539968833,64.99104056734416,253
320194.0029573296,6399999.813992916,67.93473174005628,254
320194.2604914415,6400002.47188897,62.614079223217786,255
320192.6551602521,6400005.795626089,65.45589011424994,256
320193.74951754644,6400009.053963807,62.83437629359008,257
320196.7989044463,6400010.334265335,62.92227712352181,258
320197.98542604485,6400012.280407927,57.57884348892078,259
320198.096218962,6400015.947592487,60.34753810588049,260
320200.81518500193,6400017.70907047,60.422141277241764,261
320201.5082272664,6400019.659341376,55.048332200032306,262
320200.86524008744,6400022.763711385,55.00775871265097,263
320202.81479583593,6400025.212194866,52.283600766655695,264
320205.8572780661,6400024.608189711,55.05602849182392,265
320206.03806286876,6400026.8274442535,57.69384193790695,266
320208.06568815355,6400029.094956863,57.64614263241951,267
320208.63473956496,6400032.487331591,56.08912814255178,268
320210.7294589606,6400034.210545727,58.68209025798042,269
320214.0390129299,6400035.178009866,58.62792346520381,270
320215.29099475,6400036.816111235,58.517602641804956,271
320214.60194543115,6400038.099315346,58.43694612531367,272
320215.12773068604,6400038.626769462,57.04502577261048,273
320216.4034419689,6400039.114251387,57.02414879218847,274
320216.3659403962,6400040.695479808,56.97554628418041,275
320217.11586642417,6400040.655507619,58.34909489411224,276
320218.3779569584,6400040.928169518,58.34090238506458,277
320218.89012146473,6400041.240803607,61.07805904844965,278
320219.9235906345,6400042.936303502,61.05902035421905,279
320222.3334004976,6400042.538679198,61.0608530824382,280
320222.8547051611,6400043.9215450045,63.801133795270424,281
320224.80162120826,6400045.69802321,65.1678339932492,282
320226.2272325919,6400046.09163561,62.41785674222506,283
320228.5442777157,6400045.308339147,62.42026534935646,284
320231.52891524,6400046.636507763,65.1678441214618,285
320233.1760882666,6400049.205284629,65.16526090780381,286
320235.7146950334,6400050.597152632,67.91511117226315,287
320239.8105101533,6400051.332482325,67.91814766436244,288
320241.96597497305,6400053.701765057,67.9205764152079,289
320240.35597831896,6400055.857001226,65.16795912311906,290
320242.599093257,6400056.732739771,59.67377086282815,291
320243.20904679876,6400059.342660785,59.67847397231978,292
320245.9782193399,6400060.80588319,56.930932560976636,293
320250.13699834235,6400060.620607662,59.69304487651236,294
320252.66261594853,6400062.169514605,54.21787397025861,295
320255.30085713905,6400066.600973742,59.737843325962885,296
320255.41348072345,6400069.483525936,54.26588384443376,297
320253.44899941,6400072.739223378,54.249331267133385,298
320254.6646256995,6400078.112718806,54.42682094582534,299
320257.3837853119,6400079.965489138,60.017592933161545,300
320258.02584002644,6400082.191404715,54.670958459075884,301
320258.86402210593,6400087.053336505,54.88051233594091,302
320262.4437901063,6400088.1207363885,54.98101899660967,303
320264.4321577933,6400089.990438705,60.462840816678785,304
320265.73553510534,6400094.897474376,55.121322250752954,305
320268.9306817863,6400097.0746990135,55.15052861982193,306
320270.33358814527,6400100.018237543,60.53157131598921,307
320270.43232088396,6400104.602944702,55.13435401731207,308
320272.84998807835,6400106.670176974,55.136020193566104,309
320276.23091144476,6400105.287336433,55.16519193375371,310
320276.56068190513,6400107.448363526,60.532315180985435,311
320278.6909738594,6400110.305798202,60.519612828016264,312
320280.4914953532,6400111.002205786,55.13026046308849,313
320279.51752864115,6400115.2347973315,55.06236152406903,314
320282.21084617666,6400117.644415848,60.43000131879401,315
320283.1036422184,6400119.357626781,55.008262730272605,316
320283.0177784398,6400123.357776394,54.89999710806707,317
320285.7983391121,6400125.1494542565,54.86275475646549,318
320286.6585948224,6400126.861406143,60.24258219871564,319
320286.7957248695,6400130.349147331,54.75040735010053,320
320289.5559878397,6400131.453663375,60.180928477527694,321
320290.4773352793,6400133.133166216,54.71872231425097,322
320290.6761479378,6400136.582926847,54.650614812803084,323
320293.2707451246,6400138.73390984,54.64081211797723,324
320296.5336354973,6400138.512872069,60.108367679199254,325
320299.07399108895,6400140.062092089,54.67711601987199,326
320301.82223690266,6400143.457910057,54.66220434427229,327
320305.3653849048,6400144.161394713,54.66292121030659,328
320307.31830139924,6400145.562928802,60.084914939236185,329
320308.87503699627,6400148.703058474,57.36153642187883,330
320313.0261826655,6400150.171560895,60.11797926577686,331
320315.43230206234,6400152.085127175,54.71793655600045,332
320316.5032529719,6400155.026695861,57.47356854644631,333
320319.2596042162,6400156.888561074,56.15112589897662,334
320319.2136551663,6400158.575455589,58.873567915945515,335
320322.04804168263,6400158.336054569,58.88800867296312,336
320323.1066839654,6400160.585634124,57.550628357160086,337
320324.21127529815,6400161.148319165,58.91290448768153,338
320323.0757245434,6400162.999630444,58.91639780234839,339
320323.96973450866,6400164.455231367,58.92576173934901,340
320324.95345167705,6400164.942458559,58.93029330403301,341
320325.24219383684,6400165.8200188605,57.5802548183811,342
320325.9661834353,6400165.248942208,56.22789999084569,343
320326.75397985755,6400166.111679293,56.23420406343869,344
320326.6722822705,6400167.317489524,56.23596231945343,345
320326.8152507547,6400167.967578685,57.59105520312908,346
320327.5875200319,6400168.635386989,57.5944975145386,347
320327.62020400923,6400169.895845869,57.59625284552607,348
320328.0089737649,6400170.49139237,58.95173939267431,349
320329.09007861785,6400171.037880335,58.95494394555148,350
320329.119970902,6400172.177534046,58.95601190372494,351
320329.3903942235,6400172.739360399,57.60400644926653,352
320330.495623771,6400172.988480217,58.95911925102605,353
320330.74128733575,6400173.910958367,58.95986479701588,354
320331.4088626765,6400174.222551628,57.60784151414015,355
320332.5266404975,6400174.535689815,57.609488433884735,356
320332.3919697085,6400175.685439251,56.256658092513746,357
320332.4245298048,6400176.210888892,57.60966445609142,358
320333.02533874067,6400176.636952794,56.25791630080182,359
320332.9212860779,6400177.507270933,56.25771228351494,360
320333.48953491746,6400177.407885195,57.61153526365173,361
320334.26966477867,6400177.769875328,56.259934685135875,362
320334.48154580034,6400178.2312512,57.61291993127987,363
320334.633627824,6400179.196480956,57.613077059465695,364
320335.5218261089,6400179.494541408,57.61473894524513,365
320335.462027111,6400179.998395292,56.26193225385775,366
320335.6238671253,6400180.944334936,56.26179866717515,367
320335.8455061376,6400181.386420695,57.614487802281836,368
320336.7368791515,6400181.50132381,56.263752528120655,369
320336.9558966029,6400182.286923684,56.26448627724478,370
320336.5068927185,6400183.229965927,56.26280248594169,371
320336.72762283566,6400183.845825526,57.6159103688555,372
320337.4738887668,6400184.443132552,56.26517647605277,373
320337.7118969649,6400185.462974944,56.26521299298071,374
320338.2374327787,6400185.444422373,57.61935267167246,375
320338.20801062795,6400185.98910171,58.971490340376036,376
320339.2071660011,6400186.239288041,58.97472486865858,377
320339.65231464023,6400187.1081044935,58.9759296798011,378
320340.1268854302,6400187.432241607,57.625161114668586,379
320341.19433838245,6400187.669358907,57.6311435710612,380
320341.5960752051,6400188.688788946,57.63252751885523,381
320342.02628294786,6400189.108141435,56.282431297289776,382
320341.25657946646,6400189.693031425,57.62965102401079,383
320341.3043226941,6400190.669117243,57.62986446832497,384
320341.9937352109,6400191.2088288255,57.63282069511268,385
320341.61127069575,6400191.765562154,58.983104747674595,386
320341.5525524057,6400192.831703578,57.63026688088433,387
320341.87629863084,6400193.341111673,58.98372009893792,388
320342.65071043087,6400193.7556764595,58.98750406811352,389
320342.8158584172,6400194.60551875,58.98795102655774,390
320343.1221081485,6400195.007448883,57.63707726507727,391
320343.8996798263,6400195.238182436,57.64331958281137,392
320344.2554061735,6400196.399349545,57.64534653343034,393
320344.75554836425,6400197.063743213,56.29735529459852,394
320345.86956437724,6400197.290851855,56.30788963223124,395
320346.6426829762,6400198.521373202,56.31320534260561,396
320346.0574955087,6400199.793911232,56.30553198980567,397
320346.08618186344,6400200.629164235,57.656040895290346,398
320347.60929559893,6400201.836348184,57.66637923061261,399
320346.92243602383,6400203.11188045,57.65820203461026,400
320346.95118844847,6400203.947090811,59.00918994351134,401
320347.7547228953,6400205.804523431,57.662075633878615,402
320348.5295049174,6400206.826745691,59.0185351201652,403
320350.42153212894,6400207.465962882,59.03023697517398,404
320350.35456282645,6400209.641027965,57.67482675726064,405
320350.97848645796,6400210.330591371,59.0286495099916,406
320353.3139551441,6400211.158613374,59.03785108518962,407
320353.7811342337,6400213.910719239,59.03517504911751,408
320354.7416348813,6400215.590256628,56.33574006390579,409
320357.4589957327,6400217.280667184,57.692416524535645,410
320357.7133947894,6400220.293392669,57.688801896043614,411
320358.7188382531,6400221.765039362,54.989331414704466,412
320361.90505267424,6400222.588401904,54.99191478850824,413
320363.6975496719,6400225.254417691,52.28448170194086,414
320366.2414634097,6400226.4596599545,54.982318970020394,415
320370.0682893763,6400226.737680869,53.6287442548126,416
320372.00875795237,6400228.46982636,54.97348505582731,417
320372.3449032088,6400230.5766411815,54.9708568684161,418
320371.77898396685,6400233.115035437,56.320740508014275,419
320372.7903905206,6400235.532048771,53.616391648885745,420
320374.86935832776,6400237.346888344,54.963497599249514,421
320375.4849094269,6400238.628069087,54.96163536692547,422
320375.5084825248,6400240.249154046,54.96007184448944,423
320376.5996168761,6400241.268065243,57.65983191991662,424
320378.41210974025,6400241.616772082,56.30609136384912,425
320379.02236314927,6400242.57224169,56.30459703398651,426
320379.06422615226,6400243.873510808,56.303103264514974,427
320379.82744766807,6400244.504575565,57.653174495094746,428
320381.00447239995,6400244.898757881,57.65221801896659,429
320381.45356679516,6400245.812546851,57.65125953871669,430
320381.0606911738,6400246.70016483,56.298722551727124,431
320381.08161876875,6400247.350900366,57.649738080590986,432
320381.5242227429,6400248.113977573,56.297508505571216,433
320381.1380580716,6400249.152612839,56.295663725853565,434
320381.1591597732,6400249.803556074,57.646075030228594,435
320381.59519758564,6400250.41605253,57.64503937776619,436
320381.4698759814,6400251.672421991,57.64290588551338,437
320381.7451290548,6400252.390189889,58.994014220433485,438
320382.76224674797,6400252.855152054,58.99419062211334,439
320383.44329408224,6400254.802860128,58.99311478058917,440
320382.16711577825,6400256.305256518,58.99188377051759,441
320381.6328020939,6400257.554847173,56.28763021426819,442
320381.8787822659,6400261.181323625,54.93344534577753,443
320382.6590761221,6400263.55820942,60.340187396165426,444
320385.4732150337,6400265.490293449,63.04136024261607,445
320386.93230988923,6400269.434294464,65.73813434546942,446
320385.04852265434,6400272.340986439,65.73188788921854,447
320387.0823677098,6400273.850004397,60.3129803592366,448
320389.11621276516,6400277.263092304,65.71125142553171,449
320390.0,6400280.0,65.0,450
